Gender,Weapon,Season,Competition,Round,Fencer1 Name,Fencer1 Nation,Fencer1 Score,Fencer1 Winner,Fencer2 Name,Fencer2 Nation,Fencer2 Score,Fencer2 Winner,Referees
men,foil,2023,Coupe du Monde,A128,HAY Gavin,CAN,7,False,WU Bin,CHN,15,True,Ref HUANG Hao Chih TPE
men,foil,2023,Coupe du Monde,A128,KUMBLA Samarth,USA,15,True,KAM Cheuk Hang,HKG,11,False,Ref KAMIO Yutaka JPN
men,foil,2023,Coupe du Monde,A128,JAKUBOWSKI Adam,POL,14,False,INGARGIOLA Francesco,ITA,15,True,Ref HIROSE Tomoko JPN
men,foil,2023,Coupe du Monde,A128,CHEUNG Ngo Chun,HKG,15,True,WONG Adam,CAN,10,False,Ref SATO Hideaki JPN
men,foil,2023,Coupe du Monde,A128,CHEN Andrew,USA,15,True,FAUL Paul Luca,GER,13,False,Ref NAKATA Reiko JPN
men,foil,2023,Coupe du Monde,A128,YEUNG Chi Ka,HKG,13,False,YAMAGUCHI Arata,JPN,15,True,Ref VILLENEUVE Charles FRA
men,foil,2023,Coupe du Monde,A128,SZEMES Gergo,HUN,15,True,KIM Dongsu,KOR,11,False,Ref HIROSE Tomoko JPN
men,foil,2023,Coupe du Monde,A128,ALARCON Leopoldo,CHI,15,True,MAROSTEGA Pedro,BRA,2,False,Ref SATO Hideaki JPN
men,foil,2023,Coupe du Monde,A128,LOUIE Bryce,USA,15,True,LAM Ho Long,HKG,5,False,Ref NAKATA Reiko JPN
men,foil,2023,Coupe du Monde,A128,ZENG Zhaoran,CHN,15,True,GLASSON Joseph,AUS,9,False,Ref KAMIO Yutaka JPN
men,foil,2023,Coupe du Monde,A128,GEUDVERT Oscar,BEL,10,False,IM Cheolwoo,KOR,15,True,Ref HIROSE Tomoko JPN
men,foil,2023,Coupe du Monde,A128,SAITO Toshiya,JPN,13,True,RIEGER Laurenz,GER,11,False,
men,foil,2023,Coupe du Monde,A128,CHEN Ziyuan,CHN,15,True,CHENG Tristan Xing Han,MAS,10,False,Ref NAKATA Reiko JPN
men,foil,2023,Coupe du Monde,A128,EDIRI Alexandre,FRA,15,True,YOONG Hans Wei Shen,MAS,14,False,Ref KAMIO Yutaka JPN
men,foil,2023,Coupe du Monde,A128,NEMETH Andras,HUN,15,True,ETTELT Maximilian,AUT,12,False,Ref HIROSE Tomoko JPN
men,foil,2023,Coupe du Monde,A128,MEPSTEAD Marcus,GBR,13,False,ITO Takuma,JPN,15,True,
men,foil,2023,Coupe du Monde,A128,LEE Yat Long,HKG,11,False,NG Lok Wang Lawrence,HKG,15,True,Ref NAKATA Reiko JPN
men,foil,2023,Coupe du Monde,A64,HAN Jeongweon,KOR,9,False,OLIVARES Marcello,USA,15,True,Ref KAMIO Yutaka JPN
men,foil,2023,Coupe du Monde,A64,CHOI Chun Yin Ryan,HKG,15,True,FILES Petar,CRO,8,False,
men,foil,2023,Coupe du Monde,A64,ROBSON Samuel Elijah,SGP,14,False,CHEN Yi-Tung,TPE,15,True,Ref SASADA Ken-Ichi JPN
men,foil,2023,Coupe du Monde,A64,SOSNOV David,GBR,4,False,DI VEROLI Damiano,ITA,15,True,Ref HAMANO Tadashi JPN
men,foil,2023,Coupe du Monde,A64,LOMBARDI Giulio,ITA,15,True,TARASIEWICZ Maxime,POL,8,False,Ref KAMIO Yutaka JPN
men,foil,2023,Coupe du Monde,A64,VAN CAMPENHOUT Stef,BEL,15,True,SANO Wataru,JPN,7,False,
men,foil,2023,Coupe du Monde,A64,ROGER Wallerand,FRA,15,True,CHOI Minseo,KOR,7,False,Ref SASADA Ken-Ichi JPN
men,foil,2023,Coupe du Monde,A64,LEUNG Chin Yu,HKG,14,False,DAVIS James-Andrew,GBR,15,True,Ref HAMANO Tadashi JPN
men,foil,2023,Coupe du Monde,A64,VAN HAASTER Maximilien,CAN,15,True,BIBARD Tyvan,FRA,11,False,Ref SATO Hideaki JPN
men,foil,2023,Coupe du Monde,A64,RZADKOWSKI Andrzej,POL,7,False,LUPERI Edoardo,ITA,15,True,Ref TABATA Yasuaki JPN
men,foil,2023,Coupe du Monde,A64,KUMBLA Sidarth,USA,14,False,FUKUDA Ryosuke,JPN,15,True,Ref SUH Sangwon KOR
men,foil,2023,Coupe du Monde,A64,CICCARELLI Robert,AUS,15,True,ESSAM Mohamed,EGY,13,False,Ref CHUA Eugene Wee Hong SGP
men,foil,2023,Coupe du Monde,A64,CHOI Nicholas Edward,HKG,15,True,BOURTIS James,USA,10,False,Ref SATO Hideaki JPN
men,foil,2023,Coupe du Monde,A64,HA Taegyu,KOR,11,True,RAJSKI Leszek,POL,10,False,Ref TABATA Yasuaki JPN
men,foil,2023,Coupe du Monde,A64,NAGANO Yudai,JPN,15,True,KAWAMURA Kyota,JPN,5,False,Ref SUH Sangwon KOR
men,foil,2023,Coupe du Monde,A64,CASTANIE Valerian,FRA,7,False,BABA Shunsuke,JPN,15,True,Ref CHUA Eugene Wee Hong SGP
men,foil,2023,Coupe du Monde,A64,COOK Jaimie,GBR,15,True,ABE Yoshiki,JPN,14,False,Ref CHANTASUVANNASIN Nunta THA
men,foil,2023,Coupe du Monde,A64,LEE Kwanghyun,KOR,15,True,SUZUMURA Kenta,JPN,13,False,Ref VILLENEUVE Charles FRA
men,foil,2023,Coupe du Monde,A64,TANG Yuncong,CHN,15,True,PEREZ Nathaniel,PHI,7,False,Ref NAKATA Reiko JPN
men,foil,2023,Coupe du Monde,A64,KAHL Alexander,GER,15,True,TAKAHASHI Toi,JPN,9,False,Ref HUANG Hao Chih TPE
men,foil,2023,Coupe du Monde,A64,WINTERBERG-POULSEN Jonas,DEN,12,False,SIDO Alexandre,FRA,15,True,Ref CHANTASUVANNASIN Nunta THA
men,foil,2023,Coupe du Monde,A64,GASSNER Ethan,USA,15,True,CHEN Chih Chieh,TPE,14,False,Ref VILLENEUVE Charles FRA
men,foil,2023,Coupe du Monde,A64,TOLDO Guilherme,BRA,15,True,KLEIN Luis,GER,11,False,Ref NAKATA Reiko JPN
men,foil,2023,Coupe du Monde,A64,ARCHER Kristjan,GBR,15,True,WU Bin,CHN,11,False,Ref HUANG Hao Chih TPE
men,foil,2023,Coupe du Monde,A64,KUMBLA Samarth,USA,7,False,INGARGIOLA Francesco,ITA,15,True,Ref HIROSE Tomoko JPN
men,foil,2023,Coupe du Monde,A64,CHEUNG Ngo Chun,HKG,10,False,CHEN Andrew,USA,15,True,Ref ARMATA Gaspare ITA
men,foil,2023,Coupe du Monde,A64,YAMAGUCHI Arata,JPN,5,False,SZEMES Gergo,HUN,15,True,Ref CHANG Jason USA
men,foil,2023,Coupe du Monde,A64,ALARCON Leopoldo,CHI,7,False,LOUIE Bryce,USA,15,True,Ref MORITA Atsuya JPN
men,foil,2023,Coupe du Monde,A64,ZENG Zhaoran,CHN,6,False,IM Cheolwoo,KOR,15,True,Ref HIROSE Tomoko JPN
men,foil,2023,Coupe du Monde,A64,SAITO Toshiya,JPN,15,True,CHEN Ziyuan,CHN,6,False,Ref ARMATA Gaspare ITA
men,foil,2023,Coupe du Monde,A64,EDIRI Alexandre,FRA,15,True,NEMETH Andras,HUN,14,False,Ref MORITA Atsuya JPN
men,foil,2023,Coupe du Monde,A64,ITO Takuma,JPN,15,True,NG Lok Wang Lawrence,HKG,8,False,Ref CHANG Jason USA
men,epee,2023,Coupe du Monde,A256,GOWEN James,GBR,9,False,MAKIIENKO Ievgen,UKR,15,True,Ref KOEHLER Kelly USA
men,epee,2023,Coupe du Monde,A256,LAMBREY MESSIKA Yehonathan,ISR,11,False,YU Lefan,CHN,12,True,Ref JUNG Jin Man KOR
men,epee,2023,Coupe du Monde,A256,HAURI Ian,SUI,15,True,CACERES CASTELLANOS Mario Estiben,COL,5,False,Ref BALASHOV Dmitry CAN
men,epee,2023,Coupe du Monde,A256,PATTERSON Luis Enrique,JAM,15,True,ARKHIPOV Peter,CAN,6,False,Ref GRANDON FICA Miguel Angel CHI
men,epee,2023,Coupe du Monde,A256,BOBROV Ilian,EST,15,True,ISHII Takaaki,JPN,8,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,ELLIS Yehia,MAR,7,False,LEE Jungham,KOR,15,True,Ref IVANKOVIC Michael CAN
men,epee,2023,Coupe du Monde,A256,WONG Kevin,HKG,5,False,YANG Fengming,CHN,15,True,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,ABED Faisal,KSA,13,False,ELSAYED Ahmed,EGY,15,True,Ref BORSODI Andras NOR
men,epee,2023,Coupe du Monde,A256,GONELL Gerard,ESP,15,True,CORRENTI Baptiste,FRA,12,False,Ref SAKHVADZE David GEO
men,epee,2023,Coupe du Monde,A256,ZAWROTNIAK Radoslaw,POL,15,True,UNTERHAUSER Samuel,GER,7,False,Ref TURDIKULOVA Dilorom UZB
men,epee,2023,Coupe du Monde,A256,SAURI Leandro,MEX,15,True,DERKSEN Ruben,NED,13,False,Ref BALOGH Reka ROU
men,epee,2023,Coupe du Monde,A256,ANTKIEWICZ Mateusz,POL,14,True,FENYVESI Csaba,HUN,12,False,Ref AL RAWI Alaa A. Falah IRQ
men,epee,2023,Coupe du Monde,A256,POULIQUEN Nicolas,CAN,6,False,REDLI Andras,HUN,15,True,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A256,DUDUC Alex,SVK,9,False,YASSEEN Mohamed,EGY,15,True,Ref GEROSSIDERIS Efstathios GRE
men,epee,2023,Coupe du Monde,A256,EAST William,GBR,6,False,ZHANG Xinkun,CHN,15,True,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A256,ESKOV Ruslan,EST,10,True,CASTILLO GUTIERREZ Juan Andres,COL,9,False,Ref MOORE Steven CAN
men,epee,2023,Coupe du Monde,A256,FAFARD Fynn,CAN,13,False,LEE Rang,TPE,15,True,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A128,KOSHMAN Nikita,UKR,13,False,MAKIIENKO Ievgen,UKR,15,True,Ref BOROSAK Mirna CRO
men,epee,2023,Coupe du Monde,A128,ROD Max,POR,15,True,MESSIEN Alexis,FRA,11,False,Ref COLMAN ORTELLADO Ever Augusto PAR
men,epee,2023,Coupe du Monde,A128,BIRO Alexander,AUT,8,False,CHONG christopher,USA,15,True,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A128,DEHN Julius,GER,8,False,BUZZACCHINO Gianpaolo,ITA,15,True,Ref PAGHIEV Mihail MDA
men,epee,2023,Coupe du Monde,A128,BILLA Gaetan,FRA,12,False,YU Lefan,CHN,15,True,Ref IVANKOVIC Michael CAN
men,epee,2023,Coupe du Monde,A128,GORNOVSKY David,CAN,15,True,HUANG Zhongming,CHN,11,False,Ref ZELJKOVIC Jelena USA
men,epee,2023,Coupe du Monde,A128,JOSE Noelito,PHI,14,False,EWART Stephen,USA,15,True,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A128,HAURI Ian,SUI,15,True,SZAPARY Tristan,USA,13,False,Ref AMARI Tetsuya JPN
men,epee,2023,Coupe du Monde,A128,FAVA Alex,FRA,15,True,PATTERSON Luis Enrique,JAM,6,False,Ref IVANKOVIC Michael CAN
men,epee,2023,Coupe du Monde,A128,GAETANI Giulio,ITA,15,True,SVYSTIL Vitaliy,UKR,10,False,Ref COLMAN ORTELLADO Ever Augusto PAR
men,epee,2023,Coupe du Monde,A128,PAOLINI Giacomo,ITA,15,True,ERBETTA Diego,SUI,7,False,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A128,ROA Hernando,COL,9,False,ALOMAIRI Khalifah,KSA,15,True,Ref PAGHIEV Mihail MDA
men,epee,2023,Coupe du Monde,A128,TULEN Rafael,NED,15,True,CALDERON Diego,ESP,6,False,Ref BOROSAK Mirna CRO
men,epee,2023,Coupe du Monde,A128,HERZBERG Fabian,GER,15,True,ZHANG Nicholas,CAN,12,False,Ref ZELJKOVIC Jelena USA
men,epee,2023,Coupe du Monde,A128,SVENSSON Jonathan,SWE,15,True,IBANEZ Alvaro,ESP,12,False,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A128,BOBROV Ilian,EST,13,False,REIZLIN Igor,UKR,14,True,Ref AMARI Tetsuya JPN
men,epee,2023,Coupe du Monde,A128,ALLEGRE Paul,FRA,15,True,LEE Jungham,KOR,11,False,Ref VALIULIN Dmitri EST
men,epee,2023,Coupe du Monde,A128,MALCOTTI Lucas,SUI,15,True,AN Taeyeong,KOR,10,False,Ref BALASHOV Dmitry CAN
men,epee,2023,Coupe du Monde,A128,VAN NUNEN David,NED,15,True,GALLY Aymerick,FRA,11,False,Ref AL RAWI Alaa A. Falah IRQ
men,epee,2023,Coupe du Monde,A128,SON Minseong,KOR,15,True,BONFERRONI Gabriel,SUI,7,False,Ref KOEHLER Kelly USA
men,epee,2023,Coupe du Monde,A128,SVICHKAR Roman,UKR,10,False,GE Yilu,TPE,15,True,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A128,MATSUMOTO Ryu,JPN,15,True,LUGO Grabiel,VEN,11,False,Ref SAKHVADZE David GEO
men,epee,2023,Coupe du Monde,A128,IMREK Samuel,USA,15,True,GALLAGHER PELLETIER Samuel,CAN,13,False,Ref AL RAWI Alaa A. Falah IRQ
men,epee,2023,Coupe du Monde,A128,YANG Fengming,CHN,15,True,BERAN Jiri,CZE,6,False,Ref MOORE Steven CAN
men,epee,2023,Coupe du Monde,A128,KWEON Youngjun,KOR,13,False,ELSAYED Ahmed,EGY,14,True,Ref VALIULIN Dmitri EST
men,epee,2023,Coupe du Monde,A128,WHITE Sean,USA,12,False,LAWSON Nicholas,USA,15,True,Ref BALASHOV Dmitry CAN
men,epee,2023,Coupe du Monde,A128,FONG Hoi Sun,HKG,15,True,SHARLAIMOV Vadim,KAZ,12,False,Ref GURINENKO Bogdan UKR
men,epee,2023,Coupe du Monde,A128,MURAYAMA Kentaro,JPN,12,False,KHAPERSKIY Fedor,ISR,15,True,Ref KOEHLER Kelly USA
men,epee,2023,Coupe du Monde,A128,JORGENSEN Patrick,DEN,15,True,KESZTHELYI Zsombor,HUN,10,False,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A128,GAVALDA Eugeni,ESP,10,False,VINEIS Sven,SUI,15,True,Ref SAKHVADZE David GEO
men,epee,2023,Coupe du Monde,A128,HEINZER Max,SUI,15,True,COUFAL Frantisek,CZE,12,False,Ref GURINENKO Bogdan UKR
men,epee,2023,Coupe du Monde,A128,GONELL Gerard,ESP,15,True,TOBIAS Erik,EST,10,False,Ref MOORE Steven CAN
men,epee,2023,Coupe du Monde,A128,FAVRE Hadrien,SUI,15,True,ZAWROTNIAK Radoslaw,POL,12,False,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A128,MASUDA Yohito,JPN,8,False,FREILICH Yuval Shalom,ISR,15,True,Ref BORSODI Andras NOR
men,epee,2023,Coupe du Monde,A128,DI MARCO Fabrizio,ITA,8,False,KIM Jaewon,KOR,15,True,Ref DONNELLY Devin USA
men,epee,2023,Coupe du Monde,A128,LIMARDO Jesus,VEN,14,True,GORBACHUK Yevgeniy,UKR,11,False,Ref GRANDON FICA Miguel Angel CHI
men,epee,2023,Coupe du Monde,A128,VILENSKY Dov Ber,ISR,12,True,ANDREWS Benjamin,GBR,11,False,Ref JUNG Jin Man KOR
men,epee,2023,Coupe du Monde,A128,JEAN JOSEPH Kendrick,FRA,15,True,BROCHARD Theo,SUI,11,False,Ref TURDIKULOVA Dilorom UZB
men,epee,2023,Coupe du Monde,A128,CROOK Lachlan,AUS,8,False,LIMARDO Francisco,VEN,15,True,Ref DONNELLY Devin USA
men,epee,2023,Coupe du Monde,A128,SAURI Leandro,MEX,11,False,KELLY Christopher,SWE,15,True,Ref GRANDON FICA Miguel Angel CHI
men,epee,2023,Coupe du Monde,A128,YAMADA Masaru,JPN,15,True,ANTKIEWICZ Mateusz,POL,11,False,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A128,WECKERLE Tobias,GER,9,False,WEI Hunter,CAN,15,True,Ref BORSODI Andras NOR
men,epee,2023,Coupe du Monde,A128,KOLANCZYK Wojciech,POL,13,True,FUHRIMANN Jonathan,SUI,12,False,Ref DONNELLY Devin USA
men,epee,2023,Coupe du Monde,A128,GUNPUT Satya,MRI,10,False,DE MOLA Daniel,ITA,15,True,Ref GRANDON FICA Miguel Angel CHI
men,epee,2023,Coupe du Monde,A128,KONGSTAD Conrad Seibaek,DEN,15,True,LAU Ho Fung,HKG,12,False,Ref JUNG Jin Man KOR
men,epee,2023,Coupe du Monde,A128,JUNG Seungho,KOR,15,True,XIU Yuhan,CHN,9,False,Ref TURDIKULOVA Dilorom UZB
men,epee,2023,Coupe du Monde,A128,BROOKE Alec,GBR,13,False,BODOCZI Nikolaus,GER,15,True,Ref DONNELLY Devin USA
men,epee,2023,Coupe du Monde,A128,REDLI Andras,HUN,15,True,CUPR Michal,CZE,14,False,Ref GRANDON FICA Miguel Angel CHI
men,epee,2023,Coupe du Monde,A128,JEONG Seyun,KOR,8,False,YASSEEN Mohamed,EGY,15,True,Ref GEROSSIDERIS Efstathios GRE
men,epee,2023,Coupe du Monde,A128,SANTARELLI Andrea,ITA,2,False,ROMERO Juan Pedro,ESP,15,True,Ref MORALES Jacobo MEX
men,epee,2023,Coupe du Monde,A128,BESKIN Grigori,ISR,15,True,WANG Kevin De-Tai,CAN,11,False,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A128,JOHANIDES Lukas Jakub,SVK,9,False,NAKAJIMA Kou,JPN,15,True,Ref BALOGH Reka ROU
men,epee,2023,Coupe du Monde,A128,LOPEZ POURTIER Nelson,FRA,15,True,KOVACKI Milos,AUT,8,False,Ref GEROSSIDERIS Efstathios GRE
men,epee,2023,Coupe du Monde,A128,NOLLNER Dylan,USA,14,False,BRINKMANN Marco,GER,15,True,Ref MORALES Jacobo MEX
men,epee,2023,Coupe du Monde,A128,RODRIGUEZ John Edison,COL,11,False,NG Ho Tin,HKG,12,True,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A128,ZHANG Xinkun,CHN,11,False,ANDRASFI Tibor,HUN,15,True,Ref BALOGH Reka ROU
men,epee,2023,Coupe du Monde,A128,STANKEVYCH Volodymyr,UKR,14,True,ESKOV Ruslan,EST,10,False,Ref GEROSSIDERIS Efstathios GRE
men,epee,2023,Coupe du Monde,A128,KOVACS Gergely,HUN,15,True,RAMIREZ Yeisser,USA,10,False,Ref MORALES Jacobo MEX
men,epee,2023,Coupe du Monde,A128,ELKORD Houssam,MAR,13,False,FURUTA Ikuo,JPN,15,True,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A128,SERTAY Yerlik,KAZ,15,True,GALABOV Yordan,BUL,11,False,Ref BALOGH Reka ROU
men,epee,2023,Coupe du Monde,A128,TULEN Tristan,NED,15,True,LARSEN Samuel,USA,9,False,Ref GEROSSIDERIS Efstathios GRE
men,epee,2023,Coupe du Monde,A128,ROUBAILO Niels,NED,15,True,KUSHNERIK Ethan,USA,10,False,Ref MORALES Jacobo MEX
men,epee,2023,Coupe du Monde,A128,VUORINEN Niko,FIN,11,True,EL HAOUARI Abdelkarim,MAR,8,False,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A128,LEE Rang,TPE,15,True,BARGUES Manuel,ESP,14,False,Ref BALOGH Reka ROU
men,epee,2023,Coupe du Monde,A64,MAKIIENKO Ievgen,UKR,14,True,ROD Max,POR,8,False,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A64,CHONG christopher,USA,9,False,BUZZACCHINO Gianpaolo,ITA,15,True,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A64,YU Lefan,CHN,15,True,GORNOVSKY David,CAN,13,False,Ref BALOGH Reka ROU
men,epee,2023,Coupe du Monde,A64,EWART Stephen,USA,15,True,HAURI Ian,SUI,12,False,Ref GRANDON FICA Miguel Angel CHI
men,epee,2023,Coupe du Monde,A64,FAVA Alex,FRA,8,False,GAETANI Giulio,ITA,15,True,Ref TURDIKULOVA Dilorom UZB
men,epee,2023,Coupe du Monde,A64,PAOLINI Giacomo,ITA,15,True,ALOMAIRI Khalifah,KSA,10,False,Ref GURINENKO Bogdan UKR
men,epee,2023,Coupe du Monde,A64,TULEN Rafael,NED,15,True,HERZBERG Fabian,GER,7,False,Ref GEROSSIDERIS Efstathios GRE
men,epee,2023,Coupe du Monde,A64,SVENSSON Jonathan,SWE,12,False,REIZLIN Igor,UKR,15,True,Ref VALIULIN Dmitri EST
men,epee,2023,Coupe du Monde,A64,ALLEGRE Paul,FRA,12,False,MALCOTTI Lucas,SUI,15,True,Ref AMARI Tetsuya JPN
men,epee,2023,Coupe du Monde,A64,VAN NUNEN David,NED,12,False,SON Minseong,KOR,15,True,Ref DONNELLY Devin USA
men,epee,2023,Coupe du Monde,A64,GE Yilu,TPE,8,False,MATSUMOTO Ryu,JPN,15,True,Ref JUNG Jin Man KOR
men,epee,2023,Coupe du Monde,A64,IMREK Samuel,USA,15,True,YANG Fengming,CHN,11,False,Ref BOROSAK Mirna CRO
men,epee,2023,Coupe du Monde,A64,ELSAYED Ahmed,EGY,15,True,LAWSON Nicholas,USA,14,False,Ref MORALES Jacobo MEX
men,epee,2023,Coupe du Monde,A64,FONG Hoi Sun,HKG,15,True,KHAPERSKIY Fedor,ISR,13,False,Ref PAGHIEV Mihail MDA
men,epee,2023,Coupe du Monde,A64,JORGENSEN Patrick,DEN,8,False,VINEIS Sven,SUI,15,True,Ref KOEHLER Kelly USA
men,epee,2023,Coupe du Monde,A64,HEINZER Max,SUI,15,True,GONELL Gerard,ESP,14,False,Ref BALASHOV Dmitry CAN
men,epee,2023,Coupe du Monde,A64,FAVRE Hadrien,SUI,13,False,FREILICH Yuval Shalom,ISR,14,True,Ref BORSODI Andras NOR
men,epee,2023,Coupe du Monde,A64,KIM Jaewon,KOR,9,False,LIMARDO Jesus,VEN,10,True,Ref AL RAWI Alaa A. Falah IRQ
men,epee,2023,Coupe du Monde,A64,VILENSKY Dov Ber,ISR,12,False,JEAN JOSEPH Kendrick,FRA,15,True,Ref IVANKOVIC Michael CAN
men,epee,2023,Coupe du Monde,A64,LIMARDO Francisco,VEN,7,True,KELLY Christopher,SWE,6,False,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A64,YAMADA Masaru,JPN,15,True,WEI Hunter,CAN,7,False,Ref ZELJKOVIC Jelena USA
men,epee,2023,Coupe du Monde,A64,KOLANCZYK Wojciech,POL,12,True,DE MOLA Daniel,ITA,11,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A64,KONGSTAD Conrad Seibaek,DEN,15,True,JUNG Seungho,KOR,12,False,Ref IVANKOVIC Michael CAN
men,epee,2023,Coupe du Monde,A64,BODOCZI Nikolaus,GER,8,False,REDLI Andras,HUN,15,True,Ref NGUYEN Thomas CAN
men,epee,2023,Coupe du Monde,A64,YASSEEN Mohamed,EGY,15,True,ROMERO Juan Pedro,ESP,11,False,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A64,BESKIN Grigori,ISR,12,False,NAKAJIMA Kou,JPN,15,True,Ref MOORE Steven CAN
men,epee,2023,Coupe du Monde,A64,LOPEZ POURTIER Nelson,FRA,15,True,BRINKMANN Marco,GER,14,False,Ref COLMAN ORTELLADO Ever Augusto PAR
men,epee,2023,Coupe du Monde,A64,NG Ho Tin,HKG,15,True,ANDRASFI Tibor,HUN,12,False,Ref SAKHVADZE David GEO
men,epee,2023,Coupe du Monde,A64,STANKEVYCH Volodymyr,UKR,12,False,KOVACS Gergely,HUN,14,True,Ref BARNHART William USA
men,epee,2023,Coupe du Monde,A64,FURUTA Ikuo,JPN,9,False,SERTAY Yerlik,KAZ,15,True,Ref MOORE Steven CAN
men,epee,2023,Coupe du Monde,A64,TULEN Tristan,NED,15,True,ROUBAILO Niels,NED,8,False,Ref COLMAN ORTELLADO Ever Augusto PAR
men,epee,2023,Coupe du Monde,A64,VUORINEN Niko,FIN,15,True,LEE Rang,TPE,10,False,Ref SAKHVADZE David GEO
men,sabre,2023,Coupe du Monde,A128,ALAMR Mohammed,KSA,15,True,YIN Xiaopeng,CHN,6,False,Ref SASADA Ken-Ichi JPN
men,sabre,2023,Coupe du Monde,A128,CAVALIERE Dario,ITA,15,True,KAJOR Krzysztof,POL,7,False,Ref BEREUTER Roman AUT
men,sabre,2023,Coupe du Monde,A128,BIBI Eliott,FRA,15,True,AMER Mohamed,EGY,7,False,Ref DECKER Laura USA
men,sabre,2023,Coupe du Monde,A128,CHAN Lok Hei Royce,HKG,15,True,OINAM Jubraj Singh,IND,5,False,Ref GHAZY Tamim EGY
men,sabre,2023,Coupe du Monde,A128,BONAH Luis,GER,15,True,METHNER Philipp,GER,12,False,Ref CHICHON Vanesa ESP
men,sabre,2023,Coupe du Monde,A128,HA Hansol,KOR,15,True,STOYCHEV Todor,BUL,13,False,Ref DECKER Laura USA
men,sabre,2023,Coupe du Monde,A128,THOMPSON Khalil,USA,15,True,DI TELLA Pascual Maria,ARG,13,False,Ref SASADA Ken-Ichi JPN
men,sabre,2023,Coupe du Monde,A128,ILIASZ Nicolas,HUN,15,True,AYMAN Mostafa,EGY,13,False,Ref BEREUTER Roman AUT
men,sabre,2023,Coupe du Monde,A128,ABDERRAHMANI Mohamed Sami,ALG,7,False,TSAP Yuriy,UKR,15,True,Ref DECKER Laura USA
men,sabre,2023,Coupe du Monde,A128,HORVATH Gergo,HUN,15,True,ALLEN Samuel,GBR,14,False,Ref GHAZY Tamim EGY
men,sabre,2023,Coupe du Monde,A128,ZAHEDI Nima,IRI,11,False,KEMPF Lorenz,GER,15,True,Ref CHICHON Vanesa ESP
men,sabre,2023,Coupe du Monde,A128,MORAN Yago,ESP,8,False,RABB Krisztian,HUN,15,True,Ref DECKER Laura USA
men,sabre,2023,Coupe du Monde,A128,KIM Jaewon,KOR,15,True,KRAJNC Peter,SLO,7,False,Ref SOYER-MALHERBE Thibault FRA
men,sabre,2023,Coupe du Monde,A128,DAI Rui,CHN,15,True,GIRAULT Evann Jean Abba,NIG,6,False,Ref SAMANDI Hichem TUN
men,sabre,2023,Coupe du Monde,A128,FERNANDEZ BLANCO Oscar,ESP,15,True,BERRE' Enrico,ITA,10,False,Ref KOSA Miklos HUN
men,sabre,2023,Coupe du Monde,A128,TOKUNAN Kenta,JPN,10,False,AYMURATOV Musa,UZB,15,True,Ref PEYKARARA Reza IRI
men,sabre,2023,Coupe du Monde,A128,BOUNACHADA Zacharia,ALG,11,False,AILINCA Rares,ROU,15,True,Ref SAMANDI Hichem TUN
men,sabre,2023,Coupe du Monde,A128,STREETS Kaito,JPN,14,False,ZMAU Alexandru,ROU,15,True,Ref KOSA Miklos HUN
men,sabre,2023,Coupe du Monde,A128,NABIYEV Zhanat,KAZ,15,True,SATTARKHAN Nazarbay,KAZ,14,False,Ref COSTANZO Vincenzo ITA
men,sabre,2023,Coupe du Monde,A128,COHEN Josef,USA,15,True,SCHLAFFER Leon,GER,11,False,Ref SAMANDI Hichem TUN
men,sabre,2023,Coupe du Monde,A128,DICK Jadryn,IRL,10,False,SEEFELD Eric Simon,GER,15,True,Ref KOSA Miklos HUN
men,sabre,2023,Coupe du Monde,A128,HOSHINO Kento,JPN,15,True,HERNANDEZ CABALLERO Andres,ESP,5,False,Ref SOYER-MALHERBE Thibault FRA
men,sabre,2023,Coupe du Monde,A128,CABALLERO Rogelio,ESP,10,False,BONSANTO Francesco,ITA,15,True,Ref SAMANDI Hichem TUN
